Date,G0M910,A0M001,A0M005,A0M008,A0M033,A0M029,U0M019,A0M106,U0M107,U0M129,U0M083,A0M125,G0M920,G0M930,A0M043,A0M044
7-Nov,98.9,41.2,328.5,151924,43339,1192,1539.66,8032.4,2.113342864,-0.23,70.1,-0.9109,94.8,84.4,4.7,1.5
7-Dec,98,41.3,340.4,150811,43452,1224,1463.39,8017.7,4.30038003,-0.34,66.2,-1.3019,94.8,84.6,4.7,1.5
8-Jan,97,41.1,349.4,151405,45211,1149,1479.23,8031.9,5.303750923,-0.14,65.6,-1.1217,94.8,85,5,1.6
8-Feb,95.9,41.1,339.7,149916,45190,1094,1378.76,8046.9,3.006502862,-0.2,68.1,-1.4491,94.9,85,5,1.6
8-Mar,94.9,41.2,345.4,148112,43928,1014,1354.87,8120.8,2.795946788,0.76,62.4,-2.1234,94.7,85.3,4.9,1.6
8-Apr,93.5,41.3,368,145961,43761,967,1316.94,8166.2,5.390607766,0.9,60.1,-2.517,94.5,85.6,5.1,1.6
8-May,92.9,41.1,363.4,144583,45565,1008,1370.47,8194.5,5.095294694,1.4,53.3,-2.542,94.3,85.7,5,1.7
8-Jun,92,41,366.1,141578,44889,995,1403.22,8170.5,3.196795725,1.9,51.1,-2.7185,94,85.2,5.4,1.8
8-Jul,91.6,41,383.2,141969,44257,1180,1341.25,8131.2,3.897969354,2.1,49.2,-2.8492,93.7,85.6,5.6,1.9
8-Aug,89.4,40.9,417.1,136593,43861,921,1257.33,8145,4.47563558,2,53.5,-2.7005,93.3,86.4,5.8,2
8-Sep,88.3,40.9,429.5,133765,42809,858,1281.47,8167.7,4.26992784,1.89,57.9,-2.1085,93,86.8,6.1,2.2
8-Oct,86.4,40.5,463.9,130313,41044,797,1217.01,8232.2,6.446068239,1.88,67.2,-1.6013,92,86.9,6.1,2.3
8-Nov,83.5,40.5,477.2,126638,37955,736,968.8,8396.8,12.10698527,2.84,57,-2.6255,91.9,87.1,6.5,2.6
8-Dec,81.2,40.1,527.4,122956,38692,626,883.04,8548,9.34095688,3.14,53.9,-2.4264,91.2,87.6,6.8,2.5
9-Jan,78.7,39.8,563.8,116638,35463,554,877.56,8783.6,7.115326366,2.26,54,-2.479,90.3,87.5,7.3,2.9
9-Feb,77.2,39.7,589.3,112659,31639,545,865.58,8867.8,3.771045771,2.37,57.8,-2.3248,89.1,87.8,7.8,3.1
9-Mar,76,39.6,644,112076,32057,558,805.23,8881,3.236503015,2.65,50.5,-3.0963,88.6,87.3,8.3,3.5
9-Apr,74.7,39.3,659.1,109718,31317,513,757.13,8959.3,2.985906069,2.64,53.5,-2.7395,87.7,86.9,8.7,3.8
9-May,74.9,39.5,615.2,109332,29981,521,848.15,8948.4,2.289286643,2.78,63.1,-1.7933,87.3,86.4,9,4.1
9-Jun,75.2,39.3,614.5,109360,31150,556,902.41,8999,1.205250862,3.11,69.4,-0.748,87.1,85.8,9.4,4.5
9-Jul,75.7,39.6,598,109422,32216,601,926.12,8956.2,1.115152721,3.51,69.2,-1.0573,86.8,85.2,9.5,5.1
9-Aug,76.3,39.9,562.2,111406,32555,595,935.82,8960.6,0.46804427,3.4,63.2,-1.1142,86.9,84.5,9.5,5.1
9-Sep,77,40,560.4,113123,31802,616,1009.72,8934.5,0.176406701,3.43,65,-0.7033,86.9,84.2,9.6,5.1
9-Oct,77.7,40,541.2,112714,33768,609,1044.55,8918.8,-0.176663249,3.25,73.5,-0.3589,86.9,83.8,9.8,5.5
9-Nov,78.1,40.2,523.5,114853,33225,583,1067.66,8912.9,0.329613772,3.27,68.6,-0.7288,86.9,83.6,10,5.6
9-Dec,78.9,40.5,494,115780,33800,623,1088.07,8922.5,0.918634813,3.28,66.5,-0.7629,87.1,83.2,9.9,5.7
10-Jan,79.7,40.6,475.1,115408,34737,664,1110.38,8913.5,-0.348237025,3.47,68.9,-0.3239,87.1,82.9,9.9,5.8
10-Feb,80.2,40.8,485.9,120055,33306,636,1123.58,8856.1,-1.137902635,3.62,70.1,-0.3247,87.2,82.5,9.8,5.8
10-Mar,80.1,40.5,485.8,116824,34069,650,1089.16,8909.5,-1.026936584,3.56,68.4,-0.8691,87.2,82.5,9.8,5.8
10-Apr,81.5,41,470.1,119487,35808,687,1152.05,8895.5,-1.961354238,3.57,67.9,-0.6366,87.6,82.5,9.9,5.9
10-May,81.9,41.1,461.8,120024,33397,637,1197.32,8923.7,-1.834332979,3.65,66.5,-0.4219,88,82.2,9.9,5.9
10-Jun,82.2,41.4,461.5,120638,36394,575,1125.06,8979.1,0.55740117,3.22,68.8,-0.192,88.5,82.2,9.6,5.8
10-Jul,82.2,41,459.4,120923,37908,587,1083.36,9004.1,0.402560693,3.02,69.8,-0.6912,88.6,82.1,9.4,5.8
10-Aug,82.3,41.1,460.6,124137,35817,579,1079.8,9006.4,-0.248081522,2.83,62.3,-1.1038,88.8,82.5,9.4,5.7
10-Sep,82.5,41.2,474.9,124303,37114,580,1087.28,9047,-0.670336043,2.51,62.9,-0.8482,88.9,82.7,9.5,5.5
10-Oct,83,41.5,452,125595,37972,563,1122.08,9071.1,-1.517023353,2.46,60.9,-1.3297,88.9,83.1,9.5,5.5
10-Nov,83,41.2,447.1,123345,36526,558,1171.58,9095.3,-1.522331256,2.35,61.9,-1.0244,89,83,9.4,5.6
10-Dec,83.7,41.3,426.4,125388,38580,560,1198.89,9099.7,-1.223887258,2.57,64.8,-0.7822,89.2,82.9,9.8,5.6
11-Jan,84.7,41.3,416.6,125936,39330,632,1241.53,9112.2,-1.345642517,3.11,67.5,-0.2627,89.5,83.6,9.3,5.6
11-Feb,84.7,41.1,430.3,125760,38497,576,1282.62,9120.1,-1.627628588,3.22,69.3,-0.0953,89.9,83.3,9.1,5.5
11-Mar,85.3,41.4,401.5,123241,37377,542,1321.12,9140.7,-1.758296364,3.42,71.6,0.0579,89.9,83.6,9,5.3
11-Apr,86.2,41.4,401.2,127005,39165,583,1304.49,9149.4,-1.068207963,3.27,57.9,-0.9502,90.1,83.6,9,5.3
11-May,86.2,41.4,427.1,123852,38638,581,1331.51,9174.8,-1.18859632,3.36,61.6,-0.6742,90.1,84,9.1,5.2
11-Jun,86.8,41.5,422.4,124081,40146,618,1338.31,9199.1,-0.701987544,3.08,69.5,-0.6974,90.1,84.3,9,5.3
11-Jul,86.8,41.4,416.9,123771,39782,636,1287.29,9286.5,-0.598020328,2.91,64.7,-0.8878,90.5,84.4,9.1,5.3
11-Aug,87.2,41.4,411.2,125292,40381,621,1325.18,9460.7,-1.25277997,2.93,55.9,-1.2293,90.7,84.5,9,5.3
11-Sep,86.6,41.3,409.4,124188,40314,647,1185.31,9654.6,0.165506365,2.2,47.6,-2.3202,90.9,84.6,9,5.4
11-Oct,86.2,41.3,415.6,123468,40931,610,1173.88,9665.4,0.127620745,1.9,49.4,-2.2334,90.9,84.8,9,5.4
11-Nov,86.8,41.5,401.6,125943,42052,671,1207.22,9696.9,-0.373779829,2.08,51.7,-2.2308,91.2,85.2,8.8,5.1
11-Dec,86.9,41.5,388.2,127504,40407,706,1226.41,9718.4,0.801094011,1.93,54.9,-1.5538,91.2,85.4,8.6,5
12-Jan,87.3,41.6,374.7,129687,42656,697,1243.32,9752,0.872284956,1.91,63.6,-0.836,91.6,85.4,8.5,4.9
12-Feb,87.5,41.8,377.8,128319,41740,712,1300.58,9796.9,-0.215754576,1.89,69.1,-0.7097,92.1,85.7,8.3,4.8
12-Mar,88.1,41.7,365,128945,43168,738,1352.49,9816.7,-0.794284456,1.87,70.3,-0.3777,92.4,85.8,8.3,4.7
12-Apr,88.5,41.6,364.4,128375,42866,806,1389.24,9843.7,-0.856594606,2.04,69.8,-0.5568,92.5,85.9,8.2,4.6
12-May,88.2,41.7,381.8,129598,41704,732,1386.43,9884.7,-0.475860375,1.91,72.3,-0.4886,92.7,86.4,8.2,4.6
12-Jun,88.4,41.6,374.4,128689,42541,796,1341.27,9928.1,0.282820729,1.64,74.3,-0.4281,92.8,86.8,8.2,4.6
12-Jul,88,41.7,379.7,127738,41057,794,1323.48,10003.5,-0.285409076,1.46,67.8,-0.8872,92.8,86.8,8.2,4.7
12-Aug,88.1,41.7,372.5,128275,39975,849,1359.78,10073.2,-0.177617205,1.37,65.6,-0.7596,92.8,87.3,8.2,4.5
12-Sep,87.9,41.5,373.3,127650,38998,840,1403.44,10110.8,-0.822017074,1.55,65.1,-1.0621,92.7,87.6,8.1,4.5
12-Oct,88.3,41.5,384.7,128140,39146,930,1443.42,10161.8,-1.213678322,1.58,73.5,-0.5423,92.9,87.7,7.8,4.4
12-Nov,88.4,41.5,368.4,128370,40594,887,1437.82,10192.8,-0.881453537,1.59,79,-0.2307,93.2,87.9,7.8,4.4
12-Dec,88.3,41.5,403.9,130775,40744,917,1394.51,10257.8,-0.990669486,1.49,77.7,-0.2729,93.8,88,7.7,4.2
13-Jan,88.6,41.7,354.9,127529,40833,941,1422.28,10383.9,-1.073086517,1.56,63.8,-1.1456,94.6,88.2,7.9,4.3
13-Feb,89.1,41.7,352.3,130000,42489,940,1480.4,10390,-1.551369458,1.77,66.6,-1.0787,93.5,89.4,8,4.2
13-Mar,89.4,41.8,347.7,130768,40286,980,1512.31,10349.3,-1.002323161,1.83,70.2,-0.6727,93.6,89.6,7.7,4.2
13-Apr,89.2,41.9,354.7,127976,40151,936,1550.83,10433.8,-1.078307416,1.82,70.8,-0.9578,93.7,89.6,7.5,4.1
13-May,89.7,41.8,346.9,131153,41104,1012,1570.7,10476.6,-0.74618459,1.61,67.8,-0.621,93.8,89.8,7.6,4.1
13-Jun,90,41.8,350.7,131335,41987,1003,1639.84,10505.6,-0.937327413,1.82,75.8,-0.0927,94.2,89.9,7.5,4.1
13-Jul,90.1,41.8,344.4,131966,41971,942,1618.77,10536.7,-0.861266331,2.21,77.8,0.1955,94.2,90.1,7.5,4
13-Aug,90.2,41.7,346.2,129528,40231,997,1668.68,10579,-1.244059862,2.49,76.5,0.112,94.2,90.3,7.3,3.9
13-Sep,90.9,41.9,331.8,131332,40021,964,1670.09,10620.8,-0.776617491,2.66,73.7,-0.003,94.4,90.6,7.2,3.8
13-Oct,91.6,41.9,313.9,132776,40243,1004,1687.17,10667.8,-1.126711397,2.73,67.8,-0.0986,94.7,91.2,7.2,3.8
13-Nov,91.6,41.9,352.1,134007,39328,1044,1720.03,10761.1,-1.218532604,2.53,62.5,-1.2087,94.8,91.5,7.2,3.7
13-Dec,92.5,42,324.8,134118,41247,1029,1783.54,10752.5,-1.383075305,2.64,66.8,-0.863,95.1,91.4,6.9,3.7
14-Jan,92.5,41.9,346.2,130948,40820,1005,1807.78,10792.1,-1.714814304,2.81,72.1,-0.4011,95.2,91.8,6.7,3.6
14-Feb,92.6,41.6,329,129968,40870,976,1822.36,10821.7,-1.291559319,2.79,71.2,-0.313,95.2,92.3,6.6,3.4
14-Mar,93.3,41.6,332.1,134696,40404,1039,1817.03,10897.2,-1.386335165,2.64,72.7,-0.4033,95.7,92.5,6.7,3.5
14-Apr,94.1,42,321.6,134041,41195,1067,1863.52,10916.4,-1.059229649,2.64,70,-0.1995,96.1,92.9,6.7,3.5
14-May,94.1,41.9,326.2,133117,39954,1090,1864.26,10951,-1.005629776,2.62,74.7,-0.0108,96.3,93.2,6.2,3.2
14-Jun,94.7,42.1,310.7,134939,39514,1018,1889.77,10999.6,-1.204531078,2.47,73.7,-0.056,96.5,93.4,6.3,3.1
14-Jul,95.3,42.1,313.4,136013,41772,1010,1947.09,11038.6,-1.660298018,2.5,73.5,-0.106,96.7,93.7,6.1,3
14-Aug,95.9,41.9,300.3,137910,40537,1076,1973.1,11081.8,-0.725890379,2.45,71.8,-0.1835,97,93.7,6.2,3
14-Sep,96,42,303.7,134692,41038,1047,1961.53,11112,-0.666855273,2.33,71.3,-0.0183,97.2,94.1,6.1,2.9
14-Oct,96.7,42.2,294.9,135084,41483,1077,1993.23,11143,-0.762389012,2.44,75.4,-0.0307,97.4,94.3,5.9,2.8
14-Nov,97,42.1,285.4,135489,39293,1094,1937.27,11203.7,-0.684803381,2.21,79.6,0.3231,97.6,94.4,5.7,2.7
14-Dec,97.3,42.2,294.6,133799,38077,1059,2044.57,11250.7,-1.390072946,2.24,79.9,0.1113,98,94.7,5.8,2.7
15-Jan,97.8,42.1,284.7,134613,39368,1070,2054.27,11344.5,-1.12290431,2.09,86.4,0.3496,98.2,94.9,5.6,2.6
15-Feb,97.9,42,286,133812,38722,1048,2028.18,11460,-0.816384843,1.77,91,0.8622,98.4,95.4,5.7,2.6
15-Mar,98,42,301.3,131406,38187,1127,2082.2,11558.7,-1.01893324,1.87,88,0.4731,98.4,95.8,5.5,2.5
15-Apr,98.3,41.9,284,134829,38269,1078,2079.99,11553,-0.761717367,1.93,85.3,0.4794,98.4,96.1,5.4,2.4
15-May,98.7,41.8,282.3,134028,38105,1161,2094.86,11589.5,-0.885940444,1.82,88.8,0.4383,98.6,96.2,5.4,2.3
15-Jun,99.1,41.8,275.5,133805,36997,1275,2111.94,11593.2,-0.306001054,2.08,84.2,0.0664,98.7,96.5,5.6,2.4
15-Jul,99.6,41.8,274,134582,37759,1378,2099.28,11614.1,-0.501166088,2.23,87.8,0.4906,98.8,97.1,5.3,2.3
15-Aug,99.3,41.8,272.3,135037,37584,1139,2094.14,11654.3,-0.257942575,2.19,84.1,0.1496,99,97.5,5.2,2.2
15-Sep,99.3,41.8,276.4,134784,37562,1165,2039.87,11702.9,-0.192285492,2.03,83.4,0.272,99.1,97.6,5.1,2.2
15-Oct,99.3,41.7,268.2,137268,37477,1143,1944.4,11773,-0.289949094,2.03,78.2,0.0282,99.3,98.2,5,2.1
15-Nov,99.6,41.8,267,134545,37555,1158,2024.81,11804.8,-0.794592772,1.95,82.1,0.0464,99.3,98.4,5,2.1
15-Dec,99.9,41.8,268.3,134685,36950,1245,2080.62,11883,-0.781983935,2.14,82.9,-0.0169,99.2,98.8,5.1,2.1
16-Jan,99.8,41.8,269.3,137384,35863,1209,2054.08,11945.9,-0.07859255,2,82.7,-0.1678,99.3,98.2,5,2.1
16-Feb,99.3,41.9,280.8,134700,36181,1167,1918.6,12058.5,0.423664462,1.75,82.7,0.0045,99.5,98.4,4.9,2
16-Mar,99.3,41.9,267.3,134732,35966,1186,1904.42,12140.1,0.270928345,1.4,81.9,-0.348,99.5,98.7,4.9,2.1
16-Apr,99.4,41.8,268,134002,35459,1119,2021.95,12181.9,-0.410001073,1.53,81.5,-0.0836,99.6,99.2,5,2.1
16-May,99.7,41.8,263.6,134081,35602,1155,2075.54,12227.1,-0.33931123,1.44,77.6,-0.3624,99.6,99.6,5,2.1
16-Jun,99.5,41.8,275,132614,34824,1198,2065.55,12273.6,-0.080968308,1.44,84.9,-0.1409,99.5,100,4.8,1.9
16-Jul,99.8,41.8,263.1,132823,34843,1204,2083.89,12313.9,-0.303831849,1.26,82.4,-0.0526,99.8,99.9,4.9,2
16-Aug,100.2,42,262,133121,35046,1193,2148.9,12362.8,-0.83981098,1.11,77.8,-0.4443,100,100.1,4.8,2
16-Sep,100.2,41.8,264.3,132789,36021,1203,2177.48,12425.5,-0.256364504,1.16,78.7,-0.1403,100.1,100.3,4.9,1.9
16-Oct,100.5,41.9,249.6,132551,34823,1282,2157.69,12467.8,-0.320607256,1.23,82.7,0.0056,100.4,100.6,5,1.9
16-Nov,100.4,41.9,259.2,132410,34860,1271,2143.02,12506.1,0.421263666,1.36,76.8,-0.3519,100.5,100.8,4.9,2
16-Dec,100.6,41.8,248,132746,34790,1236,2164.99,12567.5,-0.329564051,1.73,85.2,0.1453,100.6,101.1,4.7,1.9
17-Jan,101,41.9,250.9,132063,34769,1251,2246.63,12569.8,0.087960535,1.95,89.5,0.7783,101,101.4,4.7,1.9
17-Feb,101.8,41.9,246.5,132839,36001,1313,2275.12,12596.2,-0.017714288,1.78,90.3,0.5898,101.1,101.6,4.7,1.9
17-Mar,102.1,41.9,242,132939,36053,1239,2329.91,12645.7,0.188865746,1.76,86.5,0.4878,101.2,101.7,4.6,1.8
17-Apr,102.4,41.8,247.7,132929,36073,1292,2366.82,12727.5,-0.017620081,1.69,86.5,0.8239,101.5,101.8,4.4,1.7
17-May,102.7,41.9,243.5,131801,36161,1255,2359.31,12760.1,-0.455434867,1.4,87,0.5556,101.7,102.1,4.4,1.7
17-Jun,103.1,41.9,239.8,132786,36033,1209,2395.35,12812.1,-0.714555983,1.39,87.7,0.5396,101.9,102.2,4.4,1.8
17-Jul,103.6,42,241.5,131346,35550,1326,2433.99,12822.3,-0.841381302,1.15,83.8,0.3423,102,102.3,4.3,1.6
17-Aug,103.8,42,244.1,130796,36020,1265,2454.1,12873.6,-0.557742883,1.17,80.5,0.6011,102.2,102.6,4.3,1.7
17-Sep,104.2,42,253.8,132006,36063,1309,2456.22,12894.9,-0.123197494,1.05,87.7,0.6857,102.3,102.9,4.4,1.7
17-Oct,104.5,41.9,262.9,131700,37323,1257,2492.84,12887.8,-0.412083037,1.05,84.4,0.4129,102.4,102.9,4.2,1.7
17-Nov,105.7,42,237.1,133110,37289,1339,2557,12916.9,-0.868869464,1.21,90.5,0.9494,102.9,102.9,4.1,1.5
17-Dec,106.1,42,239,133778,36915,1299,2593.61,12917.2,-1.447048829,1.19,88.9,1.013,103.3,103,4.2,1.6
18-Jan,106.8,41.8,238.2,135957,37082,1312,2664.34,12937.5,-1.091736423,1.1,84.3,0.6601,103.6,103.4,4.1,1.5
18-Feb,107.4,41.8,234.3,133280,36709,1365,2789.8,12916.8,-0.714356204,1.17,86.3,0.6197,103.6,103.9,4.1,1.5
18-Mar,108.2,42.2,221.3,134085,36554,1332,2705.16,12920.2,0.278382072,1.44,90,0.8353,103.8,104,4.1,1.4
18-Apr,108.6,42.2,225.8,134965,36753,1415,2702.77,12962.7,0.393635497,1.33,88.8,0.6327,104,104.1,4,1.4
18-May,109,42.4,221.9,135130,37471,1387,2653.63,12969.2,-0.093914576,1.18,88.4,0.5538,104.2,104.5,4,1.4
18-Jun,109,42,223.9,134122,37311,1330,2701.49,13001.3,-1.025703488,1.28,89.1,0.8898,104.3,105,3.8,1.4
18-Jul,109.7,42.1,221.7,135030,38129,1317,2754.35,13041.1,-0.648619582,1.09,86.3,0.5595,104.6,105,4,1.4
18-Aug,110.3,42.2,216.5,134886,39398,1331,2793.64,13058.8,-0.682226403,0.98,87.3,0.5403,104.8,104.9,3.8,1.5
18-Sep,110.7,42.2,213,134998,37707,1258,2857.82,13089.1,-0.880336583,0.98,87.1,0.6641,105.2,105.1,3.8,1.4
18-Oct,111.3,42.1,213.1,137249,37670,1290,2901.5,13094.4,-1.101162111,1.05,90.5,0.9379,105.2,105.3,3.7,1.4
18-Nov,111.2,42,215.5,135185,37947,1267,2785.46,13082.1,-0.942774033,0.96,89.3,1.0531,105.3,105.8,3.8,1.4
18-Dec,111.3,42,226,134628,36680,1319,2723.23,13082,-0.898452466,0.92,88.1,0.7017,105.6,106.1,3.7,1.3
19-Jan,111.1,42,216.4,135265,37101,1334,2567.31,13171.8,-0.046995138,0.56,87,0.3376,105.9,106.4,3.9,1.4
19-Feb,111.1,42,222.9,134600,37672,1316,2607.39,13258.3,-0.5307662,0.31,79.9,-0.4956,106.1,106.9,4,1.3
19-Mar,111.3,41.7,222.5,135435,37268,1305,2754.86,13269.6,-0.90388028,0.28,84.4,0.3576,106.1,107.2,3.8,1.4
19-Apr,111.5,41.7,217,135527,38110,1327,2803.98,13282.9,-0.890150905,0.16,88.8,0.4536,106.3,107.4,3.8,1.4
19-May,111.6,41.6,215.6,134158,37361,1330,2903.8,13282.4,-1.657604919,0.11,87.4,0.4952,106.1,107.5,3.6,1.3
19-Jun,111.6,41.5,217,134519,36710,1338,2854.71,13356.1,-1.318012258,0.01,93.5,0.8711,106.2,107.5,3.6,1.3
19-Jul,111.6,41.6,221.6,137003,37473,1273,2890.17,13457.2,-1.727789669,-0.31,89.3,0.2784,106.4,107.9,3.7,1.3
19-Aug,112,41.5,213.6,136778,37288,1366,2996.11,13505.8,-1.560635022,-0.34,90.5,0.8556,106.4,108.6,3.7,1.3
19-Sep,111.8,41.5,216.7,137413,37065,1471,2897.5,13561.5,-0.588489119,-0.5,79.9,0.2796,106.8,108.1,3.7,1.3
19-Oct,111.6,41.5,213.2,137809,36970,1437,2982.16,13636.5,-0.813843591,-0.34,83.4,0.0524,106.9,108.2,3.5,1.3
19-Nov,111.4,41.4,214.9,135318,37094,1503,2977.68,13725.6,-0.298170818,-0.12,84.2,0.1095,106.8,108.5,3.6,1.3
19-Dec,111.6,41.4,215.9,136712,37385,1510,3104.9,13806.9,-0.858937988,0.26,87.3,0.2582,107.2,108.7,3.5,1.3
20-Jan,111.4,41.4,225.9,137602,37213,1457,3176.75,13821.3,-1.178076429,0.31,88.9,0.5736,107.2,108.7,3.5,1.2
20-Feb,112,41.3,209.9,137077,37499,1536,3278.2,13886.1,-1.307316788,0.21,90.5,0.5977,107.4,108.6,3.6,1.2
20-Mar,111.8,41.6,214,135869,37208,1438,3277.31,13914.4,-1.265443805,-0.08,92.1,0.9476,107.7,109,3.5,1.2
20-Apr,103.5,41.3,2666.7,129334,36714,1356,2652.39,14442.1,2.207793123,0.22,79.7,-0.6947,105.4,111.2,4.4,1.2
20-May,96.9,38.4,4180.7,109714,34245,1066,2761.98,15454.4,2.600403214,0.61,70.1,-0.8238,93,115.5,14.7,1.1
20-Jun,99.8,39.4,2288.3,115667,34763,1216,2919.62,16197.9,1.970271414,0.62,65.9,-0.5757,95.3,112.8,13.3,1.4
20-Jul,102.9,39.9,1499.2,129704,36249,1258,3104.66,16384.8,1.45040651,0.65,72.3,-0.1632,99.1,109,11.1,2.1
20-Aug,105,40.7,1339,137059,37115,1483,3207.62,16482.7,0.782705201,0.53,65.9,-0.8004,100.9,107.6,10.2,5
20-Sep,106.7,41.1,992.4,135510,37964,1476,3391.71,16504.9,-0.16754846,0.55,68.5,-0.7901,101.9,107.4,8.4,5.1
20-Oct,107.5,41.1,838.6,134576,38615,1545,3365.52,16697.4,-0.32292103,0.59,75.6,-0.0222,102.4,107,7.9,4.6
20-Nov,108.4,41.3,788.5,135215,38989,1544,3418.7,16844,-0.612533661,0.7,79.2,0.0469,103,107.3,6.9,3.8
